Title,css146c3p1,cssg5y9jx_divcontainsclass_cssg5y9jx,cssg5y9jx,cssg5y9jx1,cssg5y9jx2,cssg5y9jx3,css146c3p14
"Camera Quality very bad 😔 

Please do not buy for photography purpose
The battery drains so fast,
Taking a lot of time to charge as 15W charger
Design is good 👍 
I gave this phone to my sister as a ...",2,,2,Moderate,Review for: Color Blue • RAM 6 GB • Storage 128 GB,FRANKLEEN MICHAEL, · 8 months ago
"Really proud of you 9020 mah battery 🔋 
Camera outstanding 😊
Performance like this ❤️",4,,4,Pretty good,Review for: Color Glacier Blue • RAM 8 GB • Storage 128 GB,, · 1 month ago
Everything is fine but the camera is below average. If you're looking for a good camera phone skip this one. Battery backup is good. Overall 3/5,5,,5,Just wow!,Review for: Color Cosmic Black • RAM 8 GB • Storage 128 GB,, · 27 days ago
Best,5,,5,Mind-blowing purchase,Review for: Color Cosmic Black • RAM 8 GB • Storage 128 GB,Shyamsundar Sain, · 23 days ago
"Nice Phone 
Value for money 🤑🤑",4,,4,Wonderful,Review for: Color Glacier Blue • RAM 8 GB • Storage 128 GB,, · 1 month ago
Best battery backup mobile and excellent display...,5,,5,Excellent,Review for: Color Glacier Blue • RAM 8 GB • Storage 128 GB,, · 27 days ago
Very good photo and good performance this phone camera quality is good,5,,5,Mind-blowing purchase,Review for: Color Glacier Blue • RAM 8 GB • Storage 256 GB,Flipkart Customer, · 1 month ago
Good,4,,4,Good choice,Review for: Color Glacier Blue • RAM 8 GB • Storage 256 GB,Er Pradip Kumar  Singh , · 1 month ago
Good 😊,5,,5,Must buy!,Review for: Color Glacier Blue • RAM 8 GB • Storage 128 GB,Pallapu Yesuraju, · 1 month ago
Nice product 😃,5,,5,Wonderful,Review for: Color Cosmic Black • RAM 8 GB • Storage 256 GB,, · 29 days ago
Good,5,,5,Terrific purchase,Review for: Color Glacier Blue • RAM 8 GB • Storage 256 GB,, · 1 month ago
Good,4,,4,Good choice,Review for: Color Dark Blue • RAM 32 MB,Piya  Sharma, · 14 days ago
BAD BETTRY PERFORMANCE,1,,1,Waste of money!,Review for: Color Gold • RAM 32 MB,ASIKUL Mallik, · 1 month ago
"Very good product 
I am very Happy 😊😁",5,,5,Just wow!,Review for: Color Gold • RAM 32 MB,, · 10 days ago
Ok good,3,,3,Does the job,Review for: Color Black • RAM 32 MB,Hari Krishnan, · 13 days ago
Best price and very useful phone,5,,5,Mind-blowing purchase,Review for: Color Gold • RAM 32 MB,Flipkart Customer, · 1 day ago
Good,5,,5,Must buy!,Review for: Color Gold • RAM 32 MB,pappu TELECOM, · 4 days ago
"Battery backup 10 me 10 , 3g internet connection good support,",5,,5,Fabulous!,Review for: Color Gold • RAM 32 MB,Flipkart Customer, · 4 days ago
Mic not working till from 1st day.no use for me.,1,,1,Not recommended at all,Review for: Color Gold • RAM 32 MB,Flipkart Customer, · 3 days ago
Screen small👎,1,,1,Did not meet expectations,Review for: Color Black • RAM 32 MB,Flipkart Customer, · 17 days ago
"GOOD PRODUCT ..
HOME BASED....",5,,5,Great product,Review for: Color City Blue • RAM 4 MB,Mohammed Shoaib," · Sep, 2024"
Good phone ❤❤,5,,5,Must buy!,Review for: Color Intersteller Blue • RAM 4 MB,Munna Kumar Ray," · Sep, 2024"
Good.,4,,4,Brilliant,Review for: Color Deep Blue • RAM 4 MB,Dilip  Mahata ," · Dec, 2024"
Very best,5,,5,Great product,Review for: Color City Blue • RAM 4 MB,Ranveer Kumar, · 8 months ago
"Average product, Facing network issue in the mobile",3,,3,Waste of money!,Review for: Color City Blue • RAM 4 MB,Vijay pal," · Sep, 2024"
To good..,3,,3,Just okay,Review for: Color Deep Blue • RAM 4 MB,, · 11 months ago
Nice,5,,5,Brilliant,Review for: Color City Blue • RAM 4 MB,," · Nov, 2024"
Battery doesn't last even a day,3,,3,Good,Review for: Color City Blue • RAM 4 MB,Shubham Kumar ," · Dec, 2024"
Good product,5,,5,Must buy!,Review for: Color Deep Blue • RAM 4 MB,K.sudheendra rao, · 7 months ago
Fantastic,5,,5,Awesome,Review for: Color White • RAM 4 MB,Amanat Khan, · 7 months ago
Just wow. Daily used best phone under that price segment. Best deal thank you Flipkart,5,,5,Must buy!,Review for: Color City Blue • RAM 4 MB,suraj goswami," · Sep, 2024"
Product is good...for home base,3,,3,Fair,Review for: Color Deep Blue • RAM 4 MB,Manish Kumawat," · Oct, 2024"
Voice speak not working,1,,1,Hated it!,Review for: Color Intersteller Blue • RAM 4 MB,virendra singh, · 1 day ago
Good mobile best product,5,,5,Classy product,Review for: Color Dark purple • RAM 4 MB,ROHIT  KUMAR , · 8 days ago
Good,4,,4,Good choice,Review for: Color Deep Blue • RAM 4 MB,awadhlal singh, · 18 days ago
Nice product,5,,5,Mind-blowing purchase,Review for: Color City Blue • RAM 4 MB,Pappu Kumar, · 19 days ago
"UI is complicated,  other things are fine. If you're buying for old people then you can avoid it done to complex UI.",3,,3,Just okay,Review for: Color White • RAM 4 MB,Kaushlendra Tiwari, · 21 days ago
Very good mobile in this rannge,5,,5,Fabulous!,Review for: Color Deep Blue • RAM 4 MB,Abhishek kumar, · 28 days ago
Good,4,,4,Value-for-money,Review for: Color Blue • RAM 32 MB,Rajeswari Boreddy," · Jul, 2024"
Good product and superios experience,5,,5,Classy product,Review for: Color Blue • RAM 32 MB,Flipkart Customer," · Feb, 2024"
Bad product sale,2,,2,Bad quality,Review for: Color Charcoal • RAM 32 MB,Rituraj Shrivastava, · 10 months ago
It's very useless product 😡😡😡😡,2,,2,Expected a better product,Review for: Color Charcoal • RAM 32 MB,Flipkart Customer, · 9 months ago
Nice,5,,5,Classy product,Review for: Color Charcoal • RAM 32 MB,Gomathi S," · Mar, 2024"
"Got little bit scratch on backside ...
Overall ok
Flash isn't working 
But otherwise it's a good product",3,,3,Fair,Review for: Color Charcoal • RAM 32 MB,," · Jan, 2025"
Very nice,5,,5,Great product,Review for: Color Charcoal • RAM 32 MB,," · Mar, 2024"
Nice,4,,4,Good quality product,Review for: Color Charcoal • RAM 32 MB,Mohammad  Jamshed, · 8 months ago
Small phone and very good product,5,,5,Perfect product!,Review for: Color Blue • RAM 32 MB,, · 5 months ago
Uss phone,5,,5,Highly recommended,Review for: Color Blue • RAM 32 MB,Flipkart Customer," · May, 2025"
Good 👍,5,,5,Simply awesome,Review for: Color Blue • RAM 32 MB,," · Nov, 2024"
Battery-powered very bad,2,,2,Not good,Review for: Color Charcoal • RAM 32 MB,Deepak  Kumar , · 9 months ago
Phone not possible charging. Very bad product. No one purchase this product,2,,2,Moderate,Review for: Color Blue • RAM 32 MB,Shaiju  Pillai, · 1 month ago
"Voice is not clear in this phone , waste money",2,,2,Not good,Review for: Color Charcoal • RAM 32 MB,Manpreet Kaur, · 4 days ago
Very nice and useful.,5,,5,Classy product,Review for: Color Charcoal • RAM 32 MB,Flipkart Customer, · 9 days ago
Good,3,,3,Decent product,Review for: Color Blue • RAM 32 MB,Flipkart Customer, · 10 days ago
Pesa Wasul product,5,,5,Worth every penny,Review for: Color Blue • RAM 32 MB,Manish Jaiswal, · 11 days ago
Okay,3,,3,Good,Review for: Color Charcoal • RAM 32 MB,Soumya B, · 12 days ago
Battery quality is not good,3,,3,Decent product,Review for: Color Mint Green • RAM 8 GB • Storage 128 GB,Himanshu Mehrotra, · 9 months ago
Gyroscope not a supported,3,,3,Decent product,Review for: Color Ocean Blue • RAM 8 GB • Storage 128 GB,Narendra Jadav," · Apr, 2025"
Budget friendly phone and it's really good,4,,4,Worth the money,Review for: Color Satin Black • RAM 8 GB • Storage 128 GB,," · Mar, 2025"
Best us budget,4,,4,Good choice,Review for: Color Mint Green • RAM 8 GB • Storage 128 GB,Gokul R, · 11 months ago
Battery drains quite fast. Camera is as good as the price. Over all worth buying this mobile,5,,5,Highly recommended,Review for: Color Ocean Blue • RAM 8 GB • Storage 128 GB,Abdul Gafoor  Shaikh," · Apr, 2025"
Very good prodoct,5,,5,Classy product,Review for: Color Mint Green • RAM 8 GB • Storage 128 GB,," · May, 2025"
The best mobile,5,,5,Super!,Review for: Color Ocean Blue • RAM 8 GB • Storage 128 GB,, · 4 months ago
Very nice,5,,5,Must buy!,Review for: Color Mint Green • RAM 8 GB • Storage 128 GB,Rajeev Kumar, · 9 months ago
"Battery Backup - 7/10
Charging Speed -8/10
Performance -9/10
Front Camera -6/10 (too sharp)
Back Camera -9/10 zooming 10/10
Brightness -6/10
Speaker - 8/10
Look -9/10",4,,4,Value-for-money,Review for: Color Graphite Black • RAM 8 GB • Storage 128 GB,Flipkart Customer," · May, 2025"
Superb quality design by poco it's looking like premium phone in this price range and camera of this phone so glossy capture photo and smoothly run os 🔥🔥,4,,4,Nice product,Review for: Color Ice Silver • RAM 8 GB • Storage 128 GB,," · Aug, 2024"
Good,4,,4,Delightful,Review for: Color Misty Lavender • RAM 8 GB • Storage 128 GB,," · Aug, 2024"
Nice quality,4,,4,Good quality product,Review for: Color Ice Silver • RAM 8 GB • Storage 128 GB,," · Apr, 2025"
Nice picture,5,,5,Highly recommended,Review for: Color Ice Silver • RAM 8 GB • Storage 128 GB,, · 7 months ago
Super 😊,5,,5,Fabulous!,Review for: Color Misty Lavender • RAM 8 GB • Storage 128 GB,," · Aug, 2024"
"Better performance average 
But better for this price",4,,4,Worth the money,Review for: Color Ice Silver • RAM 8 GB • Storage 128 GB,," · Sep, 2024"
"Good Mobile In this price 
Battery is good 
Camera is good
Sound is little but slow
And always Good mobile
Thank you Flifkart...",5,,5,Excellent,Review for: Color Misty Lavender • RAM 8 GB • Storage 128 GB,Muliki  Srinu," · Jan, 2025"
"One of the best phone in this price segment 🤩👌
Average camera quality but not bad 👍🏻
Phone give smooth performance. Budget friendly phone,sure 😃🤌
Machaane ath pore aliya 😌🤝",5,,5,Best in the market!,Review for: Color Misty Lavender • RAM 8 GB • Storage 128 GB,," · Apr, 2025"
Awesome,4,,4,Worth the money,Review for: Color Misty Lavender • RAM 8 GB • Storage 128 GB,Akshay Kumar Sen," · Sep, 2024"
It's very nice phone .battery is too good..looks premium.. overall good budget phone,5,,5,Highly recommended,Review for: Color Icy Blue • RAM 4 GB • Storage 128 GB,, · 2 months ago
Okok camera not good,3,,3,Good,Review for: Color Icy Blue • RAM 4 GB • Storage 128 GB,Rupendar Kumar  Sharma, · 3 months ago
Very nice 👍🏿👍🏿,5,,5,Super!,Review for: Color Icy Blue • RAM 4 GB • Storage 128 GB,, · 3 months ago
Good 👍 product,5,,5,Terrific,Review for: Color Prism Violet • RAM 4 GB • Storage 128 GB,, · 2 months ago
"Good product 👌 
No finger print lock",5,,5,Mind-blowing purchase,Review for: Color Icy Blue • RAM 4 GB • Storage 128 GB,, · 3 months ago
Perfect as per the price range👍,4,,4,Value-for-money,Review for: Color Prism Violet • RAM 4 GB • Storage 64 GB,Flipkart Customer, · 1 month ago
It is a great phone according to price,5,,5,Super!,Review for: Color Prism Violet • RAM 4 GB • Storage 128 GB,, · 3 months ago
Mobile was good but camera quality not good,3,,3,Does the job,Review for: Color Prism Violet • RAM 4 GB • Storage 128 GB,Shilpa Arondekar, · 3 months ago
"Good purchase for people needing good battery, fast charging, decent camera and decent performance. Go for it !!👍",5,,5,Super!,Review for: Color Prism Violet • RAM 4 GB • Storage 128 GB,Flipkart Customer, · 1 month ago
Mobile is good,5,,5,Wonderful,Review for: Color Prism Violet • RAM 4 GB • Storage 128 GB,, · 2 months ago
Very good,4,,4,Great product,Review for: Color Green • RAM 32 MB,Alekha Sahu," · Jan, 2025"
Good Good,5,,5,Highly recommended,Review for: Color Green • RAM 32 MB,Joseph  Thomas ," · Jan, 2025"
nice best  bhelufar moniey,4,,4,Worth the money,Review for: Color Green • RAM 32 MB,Pahal Singh Dangi," · Jan, 2025"
Kabad hai very bad quality,2,,2,Slightly disappointed,Review for: Color Green • RAM 32 MB,Deepak Chhabra," · Feb, 2025"
"Nice Product,loved it.",5,,5,Great product,Review for: Color Black • RAM 32 MB,," · May, 2025"
Very good product,5,,5,Highly recommended,Review for: Color Champagne Gold • RAM 32 MB,, · 11 months ago
Excellent,5,,5,Highly recommended,Review for: Color Green • RAM 32 MB,Judhistir Kumar," · Jan, 2025"
Battery problem,3,,3,Nice,Review for: Color Green • RAM 32 MB,Samsang  Shyam," · Jan, 2025"
Very super 👍,5,,5,Terrific,Review for: Color Black • RAM 32 MB,, · 8 months ago
Nice 👍,5,,5,Highly recommended,Review for: Color Champagne Gold • RAM 32 MB,Mahesh Talpada, · 11 months ago
Good,4,,4,Pretty good,Review for: Color Blue • RAM 6 GB • Storage 128 GB,Flipkart Customer, · 9 months ago
Budget Friendly,5,,5,Fabulous!,Review for: Color Black • RAM 6 GB • Storage 128 GB,, · 9 months ago
Ai+nova 5g is very good product,4,,4,Very Good,Review for: Color Purple • RAM 6 GB • Storage 128 GB,, · 7 months ago
Only camera is average but all over the product is best in the price.,4,,4,Very Good,Review for: Color Black • RAM 6 GB • Storage 128 GB,, · 9 months ago
Nice mobile,4,,4,Delightful,Review for: Color Black • RAM 6 GB • Storage 128 GB,Somveer Chauhan, · 9 months ago
Very good phone,5,,5,Best in the market!,Review for: Color Black • RAM 6 GB • Storage 128 GB,Flipkart Customer, · 9 months ago
"The device performs well overall, but the battery life is a major drawback.


1. With normal usage, the battery doesn't even last 12-14 hours.

2. There's approximately a 20% drain overnight while in ...",3,,3,Fair,Review for: Color Blue • RAM 6 GB • Storage 128 GB,Bheru Lal Lohar, · 9 months ago
Wow,5,,5,Worth every penny,Review for: Color Blue • RAM 6 GB • Storage 128 GB,, · 9 months ago
Nice phone,4,,4,Worth the money,Review for: Color Blue • RAM 6 GB • Storage 128 GB,Joydeb sarkar, · 9 months ago
Super mobile thank you Flipkart in Madhav sir,5,,5,Fabulous!,Review for: Color Black • RAM 6 GB • Storage 128 GB,, · 9 months ago
Nice product For Gf 😀,5,,5,Excellent,Review for: Color Gold • RAM 32 MB,Flipkart Customer," · Sep, 2022"
Super,5,,5,Wonderful,Review for: Color Silver • RAM 32 MB,," · Dec, 2019"
"good sound, very cute🤗",5,,5,Excellent,Review for: Color Silver • RAM 32 MB,," · Dec, 2019"
Cute little mobile. Thanks to the maker. Phone sound quality is good and FM stations are clear. You can put in silent mode also. I like it very much.,5,,5,Best in the market!,Review for: Color Gold • RAM 32 MB,," · Dec, 2019"
Nice and compact phone. Actually very small. Audio is loud. FM without headphone is a plus. Eye catchy due to its size.,4,,4,Value-for-money,Review for: Color Black • RAM 32 MB,Arshad Hussain," · Jun, 2020"
Nice product,5,,5,Super!,Review for: Color Silver • RAM 32 MB,," · Oct, 2020"
"Such a good mini phone.....Great build design,.....earspkr sound is brilliant......voice change also there in call settings...we can also enable slient funtion which helps to silent swich on and off.....",5,,5,Awesome,Review for: Color Black • RAM 32 MB,," · Dec, 2019"
Good,5,,5,Super!,Review for: Color Black • RAM 32 MB,," · Feb, 2020"
"nice product,, small phone the best",5,,5,Best in the market!,Review for: Color Black • RAM 32 MB,," · Sep, 2019"
awesome 👍 mobile,5,,5,Best in the market!,Review for: Color Black • RAM 32 MB,," · Jul, 2019"
In this price ph quality very good.. battery backup is good.. design nd color nice.. ph spiker loud nd good quality.. 😊👍🏻,5,,5,Terrific,Review for: Color Sea Green • RAM 52 MB,, · 10 months ago
Nice product,4,,4,Value-for-money,Review for: Color Sea Green • RAM 52 MB,Flipkart Customer," · Dec, 2024"
Good product,5,,5,Excellent,Review for: Color Sea Green • RAM 52 MB,pnvkprasad  PRASAD ," · Dec, 2024"
Super pic,5,,5,Wonderful,Review for: Color Sea Green • RAM 52 MB,Munna Rajbhar  Munna ," · Jan, 2025"
"I like disign of the phone and well performed 
One of my feverat phone",5,,5,Wonderful,Review for: Color Sea Green • RAM 52 MB,Adarsh GH, · 11 months ago
Good,4,,4,Good quality product,Review for: Color Sea Green • RAM 52 MB,Shabbie Shabbir, · 11 months ago
Nice phone,5,,5,Best in the market!,Review for: Color Sea Green • RAM 52 MB,Dipender Kumar, · 9 months ago
Best mobile phones serious citi,5,,5,Worth every penny,Review for: Color Sea Green • RAM 52 MB,Dipesh  Udeshi , · 11 months ago
All future good,5,,5,Fabulous!,Review for: Color Sea Green • RAM 52 MB,Mohammad Asghar  Ali," · May, 2025"
Nice,5,,5,Mind-blowing purchase,Review for: Color Sea Green • RAM 52 MB,Hussain Basha," · Mar, 2025"
All good but battery level low,4,,4,Good quality product,Review for: Color Crimson Art • RAM 6 GB • Storage 128 GB,, · 7 months ago
Display quality top notch 👍,4,,4,Good choice,Review for: Color Mystique White • RAM 6 GB • Storage 128 GB,Neeraj Sansiya, · 9 months ago
Too good 👍,5,,5,Super!,Review for: Color Mystique White • RAM 6 GB • Storage 128 GB,, · 8 months ago
In this budget i love this phone but I'm a little confused about it. I can't tell if it's the Redmi Note 14 5G or the Redmi Note 14 SE. It's really hard to tell the difference between the two. There i...,4,,4,Good choice,Review for: Color Mystique White • RAM 6 GB • Storage 128 GB,Mahek Pandit, · 9 months ago
"It's redmi note 14 5g, not 14 SE 5g
company just removed adapter and make it new launch@ less 1000 inr. Also on flipcart website they are showing a protective case being provided but that's not true, ...",3,,3,Just okay,Review for: Color Titan Black • RAM 6 GB • Storage 128 GB,abhishek kumar singh, · 9 months ago
"As the Price Everything is Good.
But They Fool Us By not giving Charger And Back Cover in the Box.
They Write about it in very Small size and A side.
I Suggest To Not Buy this one , Buy it's Rebranded...",3,,3,Just okay,Review for: Color Mystique White • RAM 6 GB • Storage 128 GB,, · 6 months ago
Good,5,,5,Classy product,Review for: Color Mystique White • RAM 6 GB • Storage 128 GB,Ajeet Thakur, · 9 months ago
Very nice redmi note 14 ce mobile,5,,5,Highly recommended,Review for: Color Mystique White • RAM 6 GB • Storage 128 GB,, · 7 months ago
"Best according to price
Money for value",3,,3,Nice,Review for: Color Mystique White • RAM 6 GB • Storage 128 GB,, · 7 months ago
Good product all good in performance camera is  also good but the adapter is not included in the box only cable is included otherwise the phone is  good,4,,4,Nice product,Review for: Color Crimson Art • RAM 6 GB • Storage 128 GB,, · 7 months ago
Good 👍,5,,5,Highly recommended,Review for: Color White Beige • RAM 4 MB,," · Mar, 2025"
Nice mobile,5,,5,Brilliant,Review for: Color White Beige • RAM 4 MB,Sachin Kumar," · Feb, 2025"
Very good,5,,5,Must buy!,Review for: Color White Beige • RAM 4 MB,Pushpa kumari," · Jan, 2025"
Excellant,4,,4,Good choice,"Review for: Color Dark Blue, Blue Silver • RAM 4 MB",Gopal B  Katore, · 10 months ago
"Display other compere big, Battery is monster big Battery life  5 day working within single charge 
Mobile torch 4 led bulb really very bright light",5,,5,Terrific purchase,Review for: Color White Beige • RAM 4 MB,Rohit Yadav, · 5 months ago
Value for money,4,,4,Value-for-money,Review for: Color White Beige • RAM 4 MB,DEEPALI RANADIVE," · Mar, 2025"
good,5,,5,Brilliant,Review for: Color White Beige • RAM 4 MB,Merlin Biju, · 8 months ago
"Sound best, battery best, good looking, strong body, torch best",5,,5,Excellent,Review for: Color White Beige • RAM 4 MB,Krishna Kumar," · Mar, 2025"
Battery fully dead after 15 days,2,,2,Expected a better product,Review for: Color White Beige • RAM 4 MB,Omprakash Yadav, · 9 months ago
"The Lava A3 Torch is an excellent value-for-money keypad phone, perfect for those needing reliability and simplicity. The battery backup is outstanding, easily lasting for days with normal usage. The ...",5,,5,Classy product,Review for: Color White Beige • RAM 4 MB,Flipkart Customer, · 7 months ago
One of the best phone 👍,5,,5,Super!,Review for: Color Black • Storage 256 GB,, · 3 months ago
Battery backup normal,4,,4,Wonderful,Review for: Color White • Storage 256 GB,, · 1 month ago
Excellent camera .battery capacity should be improved.,5,,5,Best in the market!,Review for: Color Sage • Storage 512 GB,, · 4 months ago
Nice phone,5,,5,Terrific,Review for: Color White • Storage 256 GB,, · 2 months ago
Worth buy,5,,5,Terrific,Review for: Color Mist Blue • Storage 256 GB,, · 6 months ago
"Pros:
-120Hz display , super bright, amazing colour contrast 
-Good battery 
-Excellent cameras
-Blazing fast processor
-Solid build quality 

Cons:
-Display restraint to 80HZ mostly 
-Even though it ...",4,,4,Delightful,Review for: Color White • Storage 256 GB,, · 7 months ago
Go for it much better compared to the previous one and 120 hz display is like😍😮,5,,5,Highly recommended,Review for: Color Mist Blue • Storage 256 GB,, · 6 months ago
Cool as always,5,,5,Just wow!,Review for: Color Lavender • Storage 256 GB,, · 6 months ago
This is my first I phone 17 this is really good 😊,5,,5,Must buy!,Review for: Color Lavender • Storage 256 GB,, · 4 months ago
Its like yes you got what you expected from Apple,5,,5,Highly recommended,Review for: Color Sage • Storage 256 GB,, · 4 months ago
Battery Backup is very good. Although feels bulky but good to hold. Very simple only for calling purpose and nicely work as torch as it has 4 LED bulbs on the top. Torch light is adjustable with Centr...,4,,4,Really Nice,Review for: Color Blue • RAM 4 MB,Shuchi Kashyap," · Oct, 2023"
This is a superb key pad mobile... Very nice performance...,5,,5,Great product,Review for: Color Blue • RAM 4 MB,Ashish kumar Gupta," · Feb, 2024"
Nice product value for money,4,,4,Very Good,Review for: Color Blue • RAM 4 MB,Virender  Singh ," · Oct, 2023"
"Overall Mobile is good but
The middle and right left top and bottom switches wobble when the phone is shaken...",3,,3,Just okay,Review for: Color Black • RAM 4 MB,," · Sep, 2023"
Torch light is not working,3,,3,Just okay,Review for: Color Blue • RAM 4 MB,Adithya y Harsha," · Oct, 2024"
"The product is not functioning at all. Whenever I switch on the phone, a white display is showing. No menu, no sms, no caller information is displaying. Too much disgusting matter and I think Flipkart...",1,,1,Useless product,Review for: Color Black • RAM 4 MB,Dibyendu Roy," · Oct, 2023"
Excellent product,5,,5,Wonderful,Review for: Color Blue • RAM 4 MB,Hasan  Mohamed, · 5 months ago
Over all Good... Specially Battery performance is very Good... Torch also powerful..,5,,5,Must buy!,Review for: Color Blue • RAM 4 MB,JYOTIRMOY  DATTA ," · May, 2025"
Thank you Flipkart,5,,5,Terrific purchase,Review for: Color Blue • RAM 4 MB,Bhaiya sonawane ..," · Aug, 2024"
"Very nice mobile I bought it for my father he is very happy by receiving this phone.....

Osom mobile
Thankyou flipkart for this mobile 0hone",5,,5,Worth every penny,Review for: Color Blue • RAM 4 MB,MOHAMMAD FEROZ," · May, 2024"
very Good product,5,,5,Mind-blowing purchase,Review for: Color Pantone Tendril • RAM 4 GB • Storage 64 GB,, · 7 months ago
As per Price Mobile overall is ok,3,,3,Decent product,Review for: Color Pantone Tendril • RAM 4 GB • Storage 64 GB,Vakiti Avinash , · 6 months ago
Good for average use.,5,,5,Just wow!,Review for: Color Pantone tapestry • RAM 4 GB • Storage 64 GB,, · 5 months ago
Very nice l love this product❤️❤️❤️❤️,4,,4,Nice product,Review for: Color Pantone Tendril • RAM 4 GB • Storage 64 GB,, · 2 months ago
"After 2 months review.. very nice work,....",5,,5,Classy product,Review for: Color Pantone Laurel Oak • RAM 4 GB • Storage 64 GB,Chander kant  Chander kant , · 5 months ago
Best budget phone battery backup is awesome and performance is also ok,5,,5,Highly recommended,Review for: Color Pantone Laurel Oak • RAM 4 GB • Storage 64 GB,, · 5 months ago
The product is good as per the cost.,5,,5,Fabulous!,Review for: Color Pantone Tendril • RAM 4 GB • Storage 64 GB,Shanti  Gusain , · 6 months ago
"No 5g network, big size in hand not comfortable",3,,3,Fair,Review for: Color Pantone Laurel Oak • RAM 4 GB • Storage 64 GB,Sonu Gurjar, · 7 months ago
"There is a very good phone as much as the photo is showing,
in fact there is a much more beautiful phone and battery backup is just so good and sound quality is very clear and loud",5,,5,Great product,Review for: Color Black • RAM 32 MB,," · Nov, 2018"
nice feature Phone,5,,5,Great product,Review for: Color Gold • RAM 32 MB,," · Apr, 2019"
this phon is really really awesome,5,,5,Just wow!,Review for: Color Silver • RAM 32 MB,," · Aug, 2018"
good,4,,4,Delightful,Review for: Color Pink • RAM 32 MB,," · Sep, 2019"
Dream phone,5,,5,Highly recommended,Review for: Color Pink • RAM 32 MB,," · Nov, 2018"
nice look.....😀😎,5,,5,Fabulous!,Review for: Color Gold • RAM 32 MB,," · Apr, 2019"
"best quality battery backup, best performance, SOUND QUALITY is very good, and Bluetooth speaker and all function are best, best keypad phone for buy, 👌 👌 👌 👌 if you want to buy this phone. so mus...",5,,5,Great product,Review for: Color Black • RAM 32 MB,," · Aug, 2019"
nice product with value for money,5,,5,Excellent,Review for: Color Gold • RAM 32 MB,," · Aug, 2018"
"very good tiny size phone with good vibrator , and reasonable price
camera is very poor but this is not a strong matter
fm normal , 3.5 jack working fine and I got 1.5 days battery backup 
external ba...",5,,5,Great product,Review for: Color Silver • RAM 32 MB,," · Jun, 2018"
NYC phone,5,,5,Terrific purchase,Review for: Color Silver • RAM 32 MB,," · Oct, 2018"
"A very light weight
Very small
U cant even feel its in ur pocket
Speakers are very loud
Long lasting
Charges very fast
Very useful handling this one while having big phone
Good price
Go for it those h...",4,,4,Good deal,Review for: Color Gold • RAM 32 MB,Himanshu Chauhan," · Oct, 2017"
Awesome..,5,,5,Highly recommended,Review for: Color Silver • RAM 32 MB,AJAY KUMAR GAHLAN," · Oct, 2017"
battery & camera is average otherwise it's best,4,,4,Nice product,Review for: Color Gold • RAM 32 MB,," · Jan, 2019"
Very good Nice  mobile,4,,4,Worth the money,Review for: Color Gold • RAM 32 MB,," · Aug, 2019"
Veryy nice looking mobail 😍😍 pink colour so amazing 👌🏼👌🏼👌🏼,5,,5,Best in the market!,Review for: Color Pink • RAM 32 MB,," · Mar, 2021"
good product,5,,5,Brilliant,Review for: Color Silver • RAM 32 MB,," · Jan, 2020"
good,3,,3,Does the job,Review for: Color Black • RAM 32 MB,," · May, 2019"
The mobile is superb and sleek and worth buying it THANK YOU FLIPKART...🤗,5,,5,Fabulous!,Review for: Color Black • RAM 32 MB,," · Jan, 2019"
"For general usage, It is decent enough for daily tasks. No lag. Android 16 Hyper OS 3 update came on April 1st. It is smooth. I have a Poco m7 pro as well. Comparing this mobile Poco M8 is better. Def...",4,,4,Pretty good,Review for: Color Carbon Black • RAM 6 GB • Storage 128 GB,KOTI BALA SAI TEJA SAGA, · 1 month ago
Excellent product,5,,5,Perfect product!,Review for: Color Frost Silver • RAM 6 GB • Storage 128 GB,, · 4 months ago
"1-Camera - The 50MP main rear camera performs adequately in daylight conditions and also I love the selfie camera details of photos are really good
2-Performance-The Snapdragon 6 Gen 3 processor handl...",5,,5,Must buy!,Review for: Color Carbon Black • RAM 6 GB • Storage 128 GB,, · 4 months ago
Very nice design,5,,5,Great product,Review for: Color Frost Silver • RAM 6 GB • Storage 128 GB,, · 4 months ago
Awesome 😎,5,,5,Classy product,Review for: Color Glacial Blue • RAM 6 GB • Storage 128 GB,Fezel Sumra, · 4 months ago
"I received this phone within just one day of placing the order on Flipkart, which was a great start. The packaging was secure and the delivery experience was smooth. After using the phone for some tim...",5,,5,Fabulous!,Review for: Color Glacial Blue • RAM 6 GB • Storage 128 GB,, · 4 months ago
Camera is very disappointed low options and not Good camera,2,,2,Could be way better,Review for: Color Glacial Blue • RAM 6 GB • Storage 128 GB,, · 4 months ago
"Overall it is a good and balanced phone.
The camera is good as per the price range.
Battery back up is a major concern, it could be better.",5,,5,Must buy!,Review for: Color Carbon Black • RAM 6 GB • Storage 128 GB,, · 4 months ago
niece phon,4,,4,Good choice,Review for: Color Frost Silver • RAM 6 GB • Storage 128 GB,Rohan  Jagtap , · 3 months ago
"Nice mobile in this price range thanks poco 
And thanks to flipkart for fast delivery... 
And delivery boy",5,,5,Excellent,Review for: Color Carbon Black • RAM 6 GB • Storage 128 GB,Mohammed AMAAN MEMON, · 4 months ago
the product is very nice and excellent and very light weight with excellent features.,5,,5,Highly recommended,Review for: Color Off White • RAM 32 MB,, · 11 months ago
Very nice product,3,,3,Good,Review for: Color Black • RAM 32 MB,Rabul Hussain," · Dec, 2020"
